Exception ID,Location 1,Opened Datetime,Resolved Datetime,Duration,OpenedYear/Month,Under 12 Hours,Under 24 Hours
0,Book 1 Warehouse (8.72),2023-10-01 12:23:13,2023-10-01 19:00:15,6.617222222222222,2023-10,1,1
1,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-01 13:07:15,2023-10-01 19:01:31,5.904444444444445,2023-10,1,1
2,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-01 13:07:23,2023-10-02 15:04:23,25.95,2023-10,0,0
3,Book 4 Warehouse (8.77),2023-10-01 13:07:31,2023-10-01 18:58:38,5.851944444444444,2023-10,1,1
4,Book 5 Warehouse (7.00-7.03),2023-10-01 13:07:41,2023-10-02 15:00:57,25.887777777777778,2023-10,0,0
5,Book 6 Warehouse (1.58),2023-10-01 13:07:50,2023-10-02 14:56:39,25.81361111111111,2023-10,0,0
6,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-01 13:07:57,2023-10-02 14:53:32,25.759722222222223,2023-10,0,0
7,Book 4 Warehouse (8.77),2023-10-02 03:59:59,2023-10-02 15:11:44,11.195833333333333,2023-10,1,1
8,Book 5 Warehouse (7.00-7.03),2023-10-02 03:59:59,2023-10-02 15:01:42,11.028611111111111,2023-10,1,1
9,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-02 03:59:59,2023-10-02 15:05:06,11.085277777777778,2023-10,1,1
10,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-02 03:59:59,2023-10-02 14:54:15,10.904444444444444,2023-10,1,1
11,Book 6 Warehouse (1.58),2023-10-02 03:59:59,2023-10-02 14:57:28,10.958055555555555,2023-10,1,1
12,Book 1 Warehouse (8.72),2023-10-02 03:59:59,2023-10-02 15:09:59,11.166666666666666,2023-10,1,1
13,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-02 13:07:23,2023-10-02 15:04:23,1.95,2023-10,1,1
14,Book 5 Warehouse (7.00-7.03),2023-10-02 13:07:41,2023-10-02 15:00:57,1.8877777777777778,2023-10,1,1
15,Book 6 Warehouse (1.58),2023-10-02 13:07:50,2023-10-02 14:56:39,1.813611111111111,2023-10,1,1
16,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-02 13:07:57,2023-10-02 14:53:32,1.7597222222222222,2023-10,1,1
17,Book 1 Warehouse (8.72),2023-10-03 12:23:13,2023-10-03 14:53:15,2.5005555555555556,2023-10,1,1
18,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-03 13:07:15,2023-10-03 14:49:58,1.7119444444444445,2023-10,1,1
19,Book 4 Warehouse (8.77),2023-10-03 13:07:31,2023-10-03 14:55:49,1.805,2023-10,1,1
20,"Book 5 Production (1.94,1.97)",2023-10-06 03:59:59,2023-10-31 14:41:37,610.6938888888889,2023-10,0,0
21,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-08 13:07:15,2023-10-08 22:54:03,9.78,2023-10,1,1
22,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-08 13:07:57,2023-10-09 14:06:18,24.9725,2023-10,0,0
23,Book 4 Warehouse (8.77),2023-10-09 13:07:31,2023-10-09 14:18:19,1.18,2023-10,1,1
24,Book 5 Warehouse (7.00-7.03),2023-10-09 13:07:41,2023-10-09 14:10:22,1.0447222222222223,2023-10,1,1
25,Book 6 Warehouse (1.58),2023-10-09 13:07:50,2023-10-09 14:08:09,1.0052777777777777,2023-10,1,1
26,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-09 13:07:57,2023-10-09 14:06:18,0.9725,2023-10,1,1
27,Book 1 Warehouse (8.72),2023-10-15 12:23:13,2023-10-16 14:33:48,26.176388888888887,2023-10,0,0
28,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-15 13:07:15,2023-10-16 14:32:03,25.413333333333334,2023-10,0,0
29,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-15 13:07:23,2023-10-16 14:30:43,25.38888888888889,2023-10,0,0
30,Book 4 Warehouse (8.77),2023-10-15 13:07:31,2023-10-16 14:36:02,25.475277777777777,2023-10,0,0
31,Book 5 Warehouse (7.00-7.03),2023-10-15 13:07:41,2023-10-16 14:30:15,25.37611111111111,2023-10,0,0
32,Book 6 Warehouse (1.58),2023-10-15 13:07:50,2023-10-16 14:27:07,25.32138888888889,2023-10,0,0
33,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-15 13:07:57,2023-10-16 14:25:42,25.295833333333334,2023-10,0,0
34,Book 1 Warehouse (8.72),2023-10-16 12:23:13,2023-10-16 14:33:48,2.176388888888889,2023-10,1,1
35,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-16 13:07:15,2023-10-16 14:32:03,1.4133333333333333,2023-10,1,1
36,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-16 13:07:23,2023-10-16 14:30:43,1.3888888888888888,2023-10,1,1
37,Book 4 Warehouse (8.77),2023-10-16 13:07:31,2023-10-16 14:36:02,1.4752777777777777,2023-10,1,1
38,Book 5 Warehouse (7.00-7.03),2023-10-16 13:07:41,2023-10-16 14:30:15,1.376111111111111,2023-10,1,1
39,Book 6 Warehouse (1.58),2023-10-16 13:07:50,2023-10-16 14:27:07,1.321388888888889,2023-10,1,1
40,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-16 13:07:57,2023-10-16 14:25:42,1.2958333333333334,2023-10,1,1
41,Book 1 Warehouse (8.72),2023-10-22 12:23:13,2023-10-23 14:36:45,26.225555555555555,2023-10,0,0
42,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-22 13:07:15,2023-10-23 14:35:29,25.470555555555556,2023-10,0,0
43,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-22 13:07:23,2023-10-23 14:34:23,25.45,2023-10,0,0
44,Book 4 Warehouse (8.77),2023-10-22 13:07:31,2023-10-23 14:38:05,25.509444444444444,2023-10,0,0
45,Book 5 Warehouse (7.00-7.03),2023-10-22 13:07:41,2023-10-23 14:33:54,25.436944444444446,2023-10,0,0
46,Book 6 Warehouse (1.58),2023-10-22 13:07:50,2023-10-23 14:29:06,25.354444444444443,2023-10,0,0
47,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-22 13:07:57,2023-10-23 14:28:10,25.336944444444445,2023-10,0,0
48,Book 1 Warehouse (8.72),2023-10-23 12:23:13,2023-10-23 14:36:45,2.2255555555555557,2023-10,1,1
49,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-23 13:07:15,2023-10-23 14:35:29,1.4705555555555556,2023-10,1,1
50,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-23 13:07:23,2023-10-23 14:34:23,1.45,2023-10,1,1
51,Book 4 Warehouse (8.77),2023-10-23 13:07:31,2023-10-23 14:38:05,1.5094444444444444,2023-10,1,1
52,Book 5 Warehouse (7.00-7.03),2023-10-23 13:07:41,2023-10-23 14:33:54,1.4369444444444444,2023-10,1,1
53,Book 6 Warehouse (1.58),2023-10-23 13:07:50,2023-10-23 14:29:06,1.3544444444444443,2023-10,1,1
54,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-23 13:07:57,2023-10-23 14:28:10,1.3369444444444445,2023-10,1,1
55,Book 4 Warehouse (8.77),2023-10-29 13:07:31,2023-10-30 14:38:36,25.518055555555556,2023-10,0,0
56,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-29 13:07:57,2023-10-30 14:22:27,25.241666666666667,2023-10,0,0
57,Book 1 Warehouse (8.72),2023-10-30 12:23:13,2023-10-30 14:37:03,2.2305555555555556,2023-10,1,1
58,"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-30 13:07:15,2023-10-30 14:30:32,1.3880555555555556,2023-10,1,1
59,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-30 13:07:23,2023-10-30 14:29:10,1.3630555555555555,2023-10,1,1
60,Book 4 Warehouse (8.77),2023-10-30 13:07:31,2023-10-30 14:38:36,1.5180555555555555,2023-10,1,1
61,Book 5 Warehouse (7.00-7.03),2023-10-30 13:07:41,2023-10-30 14:28:32,1.3475,2023-10,1,1
62,Book 6 Warehouse (1.58),2023-10-30 13:07:50,2023-10-30 14:23:22,1.258888888888889,2023-10,1,1
63,"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-30 13:07:57,2023-10-30 14:22:27,1.2416666666666667,2023-10,1,1
64,Book 4 Warehouse (8.77),2023-11-05 14:07:31,2023-11-05 19:15:11,5.127777777777778,2023-11,1,1
65,Book 5 Warehouse (7.00-7.03),2023-11-05 14:07:41,2023-11-05 19:18:50,5.185833333333333,2023-11,1,1
66,Book 6 Warehouse (1.58),2023-11-06 14:07:50,2023-11-06 15:04:08,0.9383333333333334,2023-11,1,1
67,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-06 14:07:57,2023-11-06 15:01:50,0.8980555555555556,2023-11,1,1
68,Book 1 Warehouse (8.72),2023-11-12 13:23:13,2023-11-13 15:15:19,25.868333333333332,2023-11,0,0
69,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-12 14:07:15,2023-11-13 15:13:46,25.10861111111111,2023-11,0,0
70,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-12 14:07:23,2023-11-13 15:12:08,25.079166666666666,2023-11,0,0
71,Book 4 Warehouse (8.77),2023-11-12 14:07:31,2023-11-13 15:17:00,25.158055555555556,2023-11,0,0
72,Book 5 Warehouse (7.00-7.03),2023-11-12 14:07:41,2023-11-13 15:11:25,25.06222222222222,2023-11,0,0
73,Book 6 Warehouse (1.58),2023-11-12 14:07:50,2023-11-13 15:08:33,25.011944444444445,2023-11,0,0
74,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-12 14:07:57,2023-11-13 15:06:57,24.983333333333334,2023-11,0,0
75,Book 1 Warehouse (8.72),2023-11-13 13:23:13,2023-11-13 15:15:19,1.8683333333333334,2023-11,1,1
76,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-13 14:07:15,2023-11-13 15:13:46,1.1086111111111112,2023-11,1,1
77,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-13 14:07:23,2023-11-13 15:12:08,1.0791666666666666,2023-11,1,1
78,Book 4 Warehouse (8.77),2023-11-13 14:07:31,2023-11-13 15:17:00,1.1580555555555556,2023-11,1,1
79,Book 5 Warehouse (7.00-7.03),2023-11-13 14:07:41,2023-11-13 15:11:25,1.0622222222222222,2023-11,1,1
80,Book 6 Warehouse (1.58),2023-11-13 14:07:50,2023-11-13 15:08:33,1.0119444444444445,2023-11,1,1
81,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-13 14:07:57,2023-11-13 15:06:57,0.9833333333333333,2023-11,1,1
82,Book 1 Warehouse (8.72),2023-11-19 13:23:13,2023-11-20 16:08:23,26.752777777777776,2023-11,0,0
83,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-19 14:07:15,2023-11-20 16:04:19,25.95111111111111,2023-11,0,0
84,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-19 14:07:23,2023-11-20 16:02:53,25.925,2023-11,0,0
85,Book 4 Warehouse (8.77),2023-11-19 14:07:31,2023-11-20 16:09:38,26.03527777777778,2023-11,0,0
86,Book 5 Warehouse (7.00-7.03),2023-11-19 14:07:41,2023-11-20 16:02:17,25.91,2023-11,0,0
87,Book 6 Warehouse (1.58),2023-11-19 14:07:50,2023-11-20 15:40:58,25.552222222222223,2023-11,0,0
88,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-19 14:07:57,2023-11-20 15:39:22,25.523611111111112,2023-11,0,0
89,Book 1 Warehouse (8.72),2023-11-20 13:23:13,2023-11-20 16:08:23,2.7527777777777778,2023-11,1,1
90,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-20 14:07:15,2023-11-20 16:04:19,1.951111111111111,2023-11,1,1
91,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-20 14:07:23,2023-11-20 16:02:53,1.925,2023-11,1,1
92,Book 4 Warehouse (8.77),2023-11-20 14:07:31,2023-11-20 16:09:38,2.035277777777778,2023-11,1,1
93,Book 5 Warehouse (7.00-7.03),2023-11-20 14:07:41,2023-11-20 16:02:17,1.91,2023-11,1,1
94,Book 6 Warehouse (1.58),2023-11-20 14:07:50,2023-11-20 15:40:58,1.5522222222222222,2023-11,1,1
95,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-20 14:07:57,2023-11-20 15:39:22,1.523611111111111,2023-11,1,1
96,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-26 04:59:59,2023-11-27 15:00:58,34.01638888888889,2023-11,0,0
97,Book 1 Warehouse (8.72),2023-11-26 13:23:13,2023-11-27 15:02:45,25.65888888888889,2023-11,0,0
98,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-26 14:07:15,2023-11-27 15:01:20,24.90138888888889,2023-11,0,0
99,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-26 14:07:23,2023-11-27 14:59:03,24.86111111111111,2023-11,0,0
100,Book 4 Warehouse (8.77),2023-11-26 14:07:31,2023-11-27 15:04:11,24.944444444444443,2023-11,0,0
101,Book 5 Warehouse (7.00-7.03),2023-11-26 14:07:41,2023-11-27 14:58:33,24.84777777777778,2023-11,0,0
102,Book 6 Warehouse (1.58),2023-11-26 14:07:50,2023-11-27 14:56:06,24.804444444444446,2023-11,0,0
103,IDF/Server Room (1.92),2023-11-27 05:01:14,2023-11-27 20:30:05,15.480833333333333,2023-11,0,1
104,Book 1 Warehouse (8.72),2023-11-27 13:23:13,2023-11-27 15:02:45,1.6588888888888889,2023-11,1,1
105,"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-27 14:07:15,2023-11-27 15:01:20,0.9013888888888889,2023-11,1,1
106,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-27 14:07:23,2023-11-27 14:59:03,0.8611111111111112,2023-11,1,1
107,Book 4 Warehouse (8.77),2023-11-27 14:07:31,2023-11-27 15:04:11,0.9444444444444444,2023-11,1,1
108,Book 5 Warehouse (7.00-7.03),2023-11-27 14:07:41,2023-11-27 14:58:33,0.8477777777777777,2023-11,1,1
109,Book 6 Warehouse (1.58),2023-11-27 14:07:50,2023-11-27 14:56:06,0.8044444444444444,2023-11,1,1
110,"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-27 14:07:57,2023-11-27 14:53:19,0.7561111111111111,2023-11,1,1
111, IDF/Server Room (0.97),2023-11-28 05:03:10,,,2023-11,0,0
112,Book 1 Warehouse (8.72),2023-12-03 13:23:13,2023-12-04 15:19:47,25.942777777777778,2023-12,0,0
113,"Book 2 Warehouse (8.71,8.46,8.47)",2023-12-03 14:07:15,2023-12-04 15:17:35,25.17222222222222,2023-12,0,0
114,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-12-03 14:07:23,2023-12-04 15:16:15,25.147777777777776,2023-12,0,0
115,Book 4 Warehouse (8.77),2023-12-03 14:07:31,2023-12-04 15:21:20,25.23027777777778,2023-12,0,0
116,Book 5 Warehouse (7.00-7.03),2023-12-03 14:07:41,2023-12-04 15:15:44,25.134166666666665,2023-12,0,0
117,Book 6 Warehouse (1.58),2023-12-03 14:07:50,2023-12-04 15:12:33,25.078611111111112,2023-12,0,0
118,"Book 7 Warehouse (1.02,1.08,5.29)",2023-12-03 14:07:57,2023-12-04 15:11:39,25.061666666666667,2023-12,0,0
119,Book 1 Warehouse (8.72),2023-12-04 13:23:13,2023-12-04 15:19:47,1.9427777777777777,2023-12,1,1
120,"Book 2 Warehouse (8.71,8.46,8.47)",2023-12-04 14:07:15,2023-12-04 15:17:35,1.1722222222222223,2023-12,1,1
121,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-12-04 14:07:23,2023-12-04 15:16:15,1.1477777777777778,2023-12,1,1
122,Book 4 Warehouse (8.77),2023-12-04 14:07:31,2023-12-04 15:21:20,1.2302777777777778,2023-12,1,1
123,Book 5 Warehouse (7.00-7.03),2023-12-04 14:07:41,2023-12-04 15:15:44,1.1341666666666668,2023-12,1,1
124,Book 6 Warehouse (1.58),2023-12-04 14:07:50,2023-12-04 15:12:33,1.0786111111111112,2023-12,1,1
125,"Book 7 Warehouse (1.02,1.08,5.29)",2023-12-04 14:07:57,2023-12-04 15:11:39,1.0616666666666668,2023-12,1,1
126,Book 1 Warehouse (8.72),2023-12-10 13:23:13,2023-12-11 15:10:05,25.781111111111112,2023-12,0,0
127,"Book 2 Warehouse (8.71,8.46,8.47)",2023-12-10 14:07:15,2023-12-11 15:11:15,25.066666666666666,2023-12,0,0
128,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-12-10 14:07:23,2023-12-11 15:07:52,25.008055555555554,2023-12,0,0
129,Book 4 Warehouse (8.77),2023-12-10 14:07:31,2023-12-11 15:13:09,25.093888888888888,2023-12,0,0
130,Book 5 Warehouse (7.00-7.03),2023-12-10 14:07:41,2023-12-11 15:07:26,24.995833333333334,2023-12,0,0
131,Book 6 Warehouse (1.58),2023-12-10 14:07:50,2023-12-11 15:05:24,24.959444444444443,2023-12,0,0
132,"Book 7 Warehouse (1.02,1.08,5.29)",2023-12-10 14:07:57,2023-12-11 15:04:33,24.94333333333333,2023-12,0,0
133,Book 1 Warehouse (8.72),2023-12-11 13:23:13,2023-12-11 15:10:05,1.781111111111111,2023-12,1,1
134,"Book 2 Warehouse (8.71,8.46,8.47)",2023-12-25 14:07:15,2023-12-25 23:33:59,9.445555555555556,2023-12,1,1
135,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-12-25 14:07:23,2023-12-25 23:35:45,9.472777777777777,2023-12,1,1
136,Book 1 Warehouse (8.72),2023-12-31 13:23:13,2024-01-01 21:30:29,32.12111111111111,2023-12,0,0
137,"Book 2 Warehouse (8.71,8.46,8.47)",2023-12-31 14:07:15,2024-01-01 21:33:14,31.433055555555555,2023-12,0,0
138,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-12-31 14:07:23,2024-01-01 21:28:29,31.351666666666667,2023-12,0,0
139,Book 4 Warehouse (8.77),2023-12-31 14:07:31,2024-01-01 21:31:32,31.400277777777777,2023-12,0,0
140,Book 5 Warehouse (7.00-7.03),2023-12-31 14:07:41,2024-01-01 21:28:05,31.34,2023-12,0,0
141,Book 6 Warehouse (1.58),2023-12-31 14:07:50,2024-01-01 21:26:12,31.30611111111111,2023-12,0,0
142,"Book 7 Warehouse (1.02,1.08,5.29)",2023-12-31 14:07:57,2024-01-01 21:25:07,31.28611111111111,2023-12,0,0
143,Book 1 Warehouse (8.72),2024-01-01 13:23:13,2024-01-01 21:30:29,8.12111111111111,2024-1,1,1
144,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-01 14:07:15,2024-01-01 21:33:14,7.433055555555556,2024-1,1,1
145,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-01 14:07:23,2024-01-01 21:28:29,7.351666666666667,2024-1,1,1
146,Book 4 Warehouse (8.77),2024-01-01 14:07:31,2024-01-01 21:31:32,7.400277777777778,2024-1,1,1
147,Book 5 Warehouse (7.00-7.03),2024-01-01 14:07:41,2024-01-01 21:28:05,7.34,2024-1,1,1
148,Book 6 Warehouse (1.58),2024-01-01 14:07:50,2024-01-01 21:26:12,7.306111111111111,2024-1,1,1
149,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-01 14:07:57,2024-01-01 21:25:07,7.286111111111111,2024-1,1,1
150,Book 4 Warehouse (8.77),2024-01-02 04:59:59,2024-01-02 18:55:28,13.924722222222222,2024-1,0,1
151,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-02 04:59:59,2024-01-02 18:52:38,13.8775,2024-1,0,1
152,Book 5 Warehouse (7.00-7.03),2024-01-02 04:59:59,2024-01-02 18:52:09,13.869444444444444,2024-1,0,1
153,Book 6 Warehouse (1.58),2024-01-02 04:59:59,2024-01-02 18:48:34,13.809722222222222,2024-1,0,1
154,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-02 04:59:59,2024-01-02 18:47:28,13.79138888888889,2024-1,0,1
155,Book 1 Warehouse (8.72),2024-01-02 04:59:59,2024-01-02 18:59:11,13.986666666666666,2024-1,0,1
156,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-03 04:59:59,2024-01-03 15:46:08,10.769166666666667,2024-1,1,1
157,"Book 2 Production (8.51,8.73)",2024-01-03 04:59:59,2024-01-03 16:04:18,11.071944444444444,2024-1,1,1
158,Book 5 Warehouse (7.00-7.03),2024-01-03 04:59:59,2024-01-03 15:56:33,10.942777777777778,2024-1,1,1
159,Book 1 Warehouse (8.72),2024-01-03 04:59:59,2024-01-03 16:03:10,11.053055555555556,2024-1,1,1
160,"Book 5 Production (1.94,1.97)",2024-01-03 04:59:59,2024-01-03 15:48:07,10.802222222222222,2024-1,1,1
161,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-03 04:59:59,2024-01-03 15:57:05,10.951666666666666,2024-1,1,1
162,Book 6 Warehouse (1.58),2024-01-03 04:59:59,2024-01-03 15:49:03,10.817777777777778,2024-1,1,1
163,Book 3 Production (8.17),2024-01-03 04:59:59,2024-01-03 15:58:37,10.977222222222222,2024-1,1,1
164,Book 4 Warehouse (8.77),2024-01-03 04:59:59,2024-01-03 16:00:40,11.011388888888888,2024-1,1,1
165,Book 1 Production (8.70),2024-01-03 04:59:59,2024-01-03 15:59:45,10.99611111111111,2024-1,1,1
166,Book 1 Warehouse (8.72),2024-01-03 13:23:13,2024-01-03 16:02:28,2.654166666666667,2024-1,1,1
167,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-03 14:07:23,2024-01-03 15:57:30,1.8352777777777778,2024-1,1,1
168,Book 4 Warehouse (8.77),2024-01-03 14:07:31,2024-01-03 16:01:02,1.8919444444444444,2024-1,1,1
169,Book 6 Warehouse (1.58),2024-01-03 14:07:50,2024-01-03 15:49:20,1.6916666666666667,2024-1,1,1
170,Book 1 Warehouse (8.72),2024-01-07 13:23:13,2024-01-08 15:41:17,26.301111111111112,2024-1,0,0
171,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-07 14:07:15,2024-01-08 15:45:40,25.64027777777778,2024-1,0,0
172,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-07 14:07:23,2024-01-08 15:38:29,25.518333333333334,2024-1,0,0
173,Book 4 Warehouse (8.77),2024-01-07 14:07:31,2024-01-08 15:43:11,25.594444444444445,2024-1,0,0
174,Book 5 Warehouse (7.00-7.03),2024-01-07 14:07:41,2024-01-08 15:38:07,25.50722222222222,2024-1,0,0
175,Book 6 Warehouse (1.58),2024-01-07 14:07:50,2024-01-08 15:34:17,25.440833333333334,2024-1,0,0
176,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-07 14:07:57,2024-01-08 15:33:25,25.424444444444443,2024-1,0,0
177,Book 1 Warehouse (8.72),2024-01-08 13:23:13,2024-01-08 15:41:17,2.301111111111111,2024-1,1,1
178,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-08 14:07:15,2024-01-08 15:45:40,1.6402777777777777,2024-1,1,1
179,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-08 14:07:23,2024-01-08 15:38:29,1.5183333333333333,2024-1,1,1
180,Book 4 Warehouse (8.77),2024-01-08 14:07:31,2024-01-08 15:43:11,1.5944444444444446,2024-1,1,1
181,Book 5 Warehouse (7.00-7.03),2024-01-08 14:07:41,2024-01-08 15:38:07,1.5072222222222222,2024-1,1,1
182,Book 6 Warehouse (1.58),2024-01-08 14:07:50,2024-01-08 15:34:17,1.4408333333333334,2024-1,1,1
183,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-08 14:07:57,2024-01-08 15:33:25,1.4244444444444444,2024-1,1,1
184,Book 1 Warehouse (8.72),2024-01-14 13:23:13,2024-01-15 14:56:00,25.546388888888888,2024-1,0,0
185,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-14 14:07:15,2024-01-15 15:03:24,24.935833333333335,2024-1,0,0
186,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-14 14:07:23,2024-01-15 14:48:49,24.690555555555555,2024-1,0,0
187,Book 4 Warehouse (8.77),2024-01-14 14:07:31,2024-01-15 14:52:41,24.752777777777776,2024-1,0,0
188,Book 5 Warehouse (7.00-7.03),2024-01-14 14:07:41,2024-01-15 14:48:27,24.679444444444446,2024-1,0,0
189,Book 6 Warehouse (1.58),2024-01-14 14:07:50,2024-01-15 14:40:49,24.549722222222222,2024-1,0,0
190,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-14 14:07:57,2024-01-15 14:37:22,24.490277777777777,2024-1,0,0
191,Book 1 Warehouse (8.72),2024-01-15 13:23:13,2024-01-15 14:56:00,1.5463888888888888,2024-1,1,1
192,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-15 14:07:15,2024-01-15 15:03:24,0.9358333333333333,2024-1,1,1
193,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-15 14:07:23,2024-01-15 14:48:49,0.6905555555555556,2024-1,1,1
194,Book 4 Warehouse (8.77),2024-01-15 14:07:31,2024-01-15 14:52:41,0.7527777777777778,2024-1,1,1
195,Book 5 Warehouse (7.00-7.03),2024-01-15 14:07:41,2024-01-15 14:48:27,0.6794444444444444,2024-1,1,1
196,Book 6 Warehouse (1.58),2024-01-15 14:07:50,2024-01-15 14:40:49,0.5497222222222222,2024-1,1,1
197,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-15 14:07:57,2024-01-15 14:37:22,0.49027777777777776,2024-1,1,1
198,Book 1 Warehouse (8.72),2024-01-21 13:23:13,2024-01-22 15:12:51,25.827222222222222,2024-1,0,0
199,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-21 14:07:15,2024-01-22 15:14:45,25.125,2024-1,0,0
200,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-21 14:07:23,2024-01-22 15:08:54,25.025277777777777,2024-1,0,0
201,Book 4 Warehouse (8.77),2024-01-21 14:07:31,2024-01-22 15:11:22,25.064166666666665,2024-1,0,0
202,Book 5 Warehouse (7.00-7.03),2024-01-21 14:07:41,2024-01-22 15:08:31,25.01388888888889,2024-1,0,0
203,Book 6 Warehouse (1.58),2024-01-21 14:07:50,2024-01-22 15:06:14,24.973333333333333,2024-1,0,0
204,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-21 14:07:57,2024-01-22 15:05:25,24.95777777777778,2024-1,0,0
205,Book 1 Warehouse (8.72),2024-01-22 13:23:13,2024-01-22 15:12:51,1.8272222222222223,2024-1,1,1
206,"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-22 14:07:15,2024-01-22 15:14:45,1.125,2024-1,1,1
207,"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-22 14:07:23,2024-01-22 15:08:54,1.0252777777777777,2024-1,1,1
208,Book 4 Warehouse (8.77),2024-01-22 14:07:31,2024-01-22 15:11:22,1.0641666666666667,2024-1,1,1
209,Book 5 Warehouse (7.00-7.03),2024-01-22 14:07:41,2024-01-22 15:08:31,1.0138888888888888,2024-1,1,1
210,Book 6 Warehouse (1.58),2024-01-22 14:07:50,2024-01-22 15:06:14,0.9733333333333334,2024-1,1,1
211,"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-22 14:07:57,2024-01-22 15:05:25,0.9577777777777777,2024-1,1,1
