Location 1,Opened Datetime,Resolved Datetime,Duration
"Book 7 Warehouse (1.02,1.08,5.29)",2023-12-03 14:07:57,2023-12-04 15:11:39,25.061785
Book 1 Warehouse (8.72),2023-12-03 13:23:13,2023-12-04 15:19:47,25.942688611111112
Book 4 Warehouse (8.77),2023-10-30 13:07:31,2023-10-30 14:38:36,1.5180586111111112
Book 5 Warehouse (7.00-7.03),2023-10-30 13:07:41,2023-10-30 14:28:32,1.347513611111111
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-30 13:07:23,2023-10-30 14:29:10,1.3630202777777778
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-30 13:07:15,2023-10-30 14:30:32,1.3880508333333332
Book 6 Warehouse (1.58),2023-10-30 13:07:50,2023-10-30 14:23:22,1.2589561111111112
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-30 13:07:57,2023-10-30 14:22:27,1.241656111111111
Book 1 Warehouse (8.72),2023-10-30 12:23:13,2023-10-30 14:37:03,2.2306311111111112
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-29 13:07:57,2023-10-30 14:22:27,25.241656111111112
Book 4 Warehouse (8.77),2023-10-29 13:07:31,2023-10-30 14:38:36,25.518058611111112
Book 6 Warehouse (1.58),2023-10-23 13:07:50,2023-10-23 14:29:06,1.3545466666666666
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-23 13:07:57,2023-10-23 14:28:10,1.33697
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-23 13:07:15,2023-10-23 14:35:29,1.4708125
Book 5 Warehouse (7.00-7.03),2023-10-23 13:07:41,2023-10-23 14:33:54,1.4369441666666667
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-23 13:07:23,2023-10-23 14:34:23,1.4499383333333333
Book 4 Warehouse (8.77),2023-10-23 13:07:31,2023-10-23 14:38:05,1.5093069444444445
Book 1 Warehouse (8.72),2023-10-23 12:23:13,2023-10-23 14:36:45,2.2256641666666668
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-22 13:07:15,2023-10-23 14:35:29,25.4708125
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-22 13:07:57,2023-10-23 14:28:10,25.33697
Book 5 Warehouse (7.00-7.03),2023-10-22 13:07:41,2023-10-23 14:33:54,25.436944166666667
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-22 13:07:23,2023-10-23 14:34:23,25.449938333333332
Book 4 Warehouse (8.77),2023-10-22 13:07:31,2023-10-23 14:38:05,25.509306944444443
Book 6 Warehouse (1.58),2023-10-22 13:07:50,2023-10-23 14:29:06,25.354546666666668
Book 1 Warehouse (8.72),2023-10-22 12:23:13,2023-10-23 14:36:45,26.225664166666668
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-16 13:07:15,2023-10-16 14:32:03,1.4134502777777778
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-16 13:07:23,2023-10-16 14:30:43,1.388805
Book 4 Warehouse (8.77),2023-10-16 13:07:31,2023-10-16 14:36:02,1.4750480555555556
Book 5 Warehouse (7.00-7.03),2023-10-16 13:07:41,2023-10-16 14:30:15,1.3762225
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-16 13:07:57,2023-10-16 14:25:42,1.2959091666666667
Book 6 Warehouse (1.58),2023-10-16 13:07:50,2023-10-16 14:27:07,1.3213102777777779
Book 1 Warehouse (8.72),2023-10-16 12:23:13,2023-10-16 14:33:48,2.176545
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-15 13:07:15,2023-10-16 14:32:03,25.413450277777777
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-15 13:07:23,2023-10-16 14:30:43,25.388805
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-15 13:07:57,2023-10-16 14:25:42,25.295909166666668
Book 6 Warehouse (1.58),2023-10-15 13:07:50,2023-10-16 14:27:07,25.321310277777776
Book 5 Warehouse (7.00-7.03),2023-10-15 13:07:41,2023-10-16 14:30:15,25.3762225
Book 4 Warehouse (8.77),2023-10-15 13:07:31,2023-10-16 14:36:02,25.475048055555554
Book 1 Warehouse (8.72),2023-10-15 12:23:13,2023-10-16 14:33:48,26.176545
Book 4 Warehouse (8.77),2023-10-09 13:07:31,2023-10-09 14:18:19,1.1798277777777777
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-09 13:07:57,2023-10-09 14:06:18,0.9724419444444444
Book 6 Warehouse (1.58),2023-10-09 13:07:50,2023-10-09 14:08:09,1.0053069444444445
Book 5 Warehouse (7.00-7.03),2023-10-09 13:07:41,2023-10-09 14:10:22,1.0447180555555555
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-08 13:07:57,2023-10-09 14:06:18,24.972441944444444
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-08 13:07:15,2023-10-08 22:54:03,9.78022111111111
"Book 5 Production (1.94,1.97)",2023-10-06 03:59:59,2023-10-31 14:41:37,610.6937777777778
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-03 13:07:15,2023-10-03 14:49:58,1.7119622222222222
Book 4 Warehouse (8.77),2023-10-03 13:07:31,2023-10-03 14:55:49,1.8048325
Book 1 Warehouse (8.72),2023-10-03 12:23:13,2023-10-03 14:53:15,2.5007058333333334
Book 6 Warehouse (1.58),2023-10-02 13:07:50,2023-10-02 14:56:39,1.813483611111111
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-02 13:07:23,2023-10-02 15:04:23,1.949985
Book 5 Warehouse (7.00-7.03),2023-10-02 13:07:41,2023-10-02 15:00:57,1.8877919444444444
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-02 13:07:57,2023-10-02 14:53:32,1.7595922222222222
Book 4 Warehouse (8.77),2023-10-02 03:59:59,2023-10-02 15:11:44,11.195693055555555
Book 5 Warehouse (7.00-7.03),2023-10-02 03:59:59,2023-10-02 15:01:42,11.028556944444444
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-02 03:59:59,2023-10-02 15:05:06,11.085211666666666
Book 1 Warehouse (8.72),2023-10-02 03:59:59,2023-10-02 15:09:59,11.166645833333334
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-02 03:59:59,2023-10-02 14:54:15,10.904410555555556
Book 6 Warehouse (1.58),2023-10-02 03:59:59,2023-10-02 14:57:28,10.957956388888888
"Book 2 Warehouse (8.71,8.46,8.47)",2023-10-01 13:07:15,2023-10-01 19:01:31,5.904436388888889
Book 6 Warehouse (1.58),2023-10-01 13:07:50,2023-10-02 14:56:39,25.81348361111111
"Book 7 Warehouse (1.02,1.08,5.29)",2023-10-01 13:07:57,2023-10-02 14:53:32,25.75959222222222
Book 5 Warehouse (7.00-7.03),2023-10-01 13:07:41,2023-10-02 15:00:57,25.887791944444444
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-10-01 13:07:23,2023-10-02 15:04:23,25.949985
Book 4 Warehouse (8.77),2023-10-01 13:07:31,2023-10-01 18:58:38,5.851899444444444
Book 1 Warehouse (8.72),2023-10-01 12:23:13,2023-10-01 19:00:15,6.6171452777777775
IDF/Server Room (2.24/2.25),2024-01-29 15:25:40,2024-01-29 19:54:14,4.475938333333334
IDF/Server Room (1.68),2024-01-29 15:16:14,2024-01-29 17:06:31,1.8380708333333333
IDF/Server Room (1.92),2024-01-29 15:11:40,2024-01-29 17:13:12,2.0253994444444445
IDF/Server Room (1.53),2024-01-29 15:07:50,2024-01-29 17:09:53,2.0343580555555554
IDF/Server Room (7.14),2024-01-29 15:01:51,2024-01-29 16:59:43,1.9644438888888889
IDF/Server Room (8.07),2024-01-29 14:59:12,2024-01-29 16:57:22,1.9696869444444445
IDF/Server Room (8.68),2024-01-29 14:53:41,2024-01-29 16:53:59,2.0048875
IDF/Server Room (8.74),2024-01-29 14:52:04,2024-01-29 16:52:42,2.0104391666666666
IDF/Server Room (8.33),2024-01-29 14:46:49,2024-01-29 16:49:04,2.0373952777777777
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-28 14:07:15,2024-01-29 15:25:46,25.308746666666668
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-28 14:07:23,2024-01-29 15:20:11,25.2130975
Book 4 Warehouse (8.77),2024-01-28 14:07:31,2024-01-29 15:23:27,25.265410555555555
Book 5 Warehouse (7.00-7.03),2024-01-28 14:07:41,2024-01-29 15:19:42,25.2004575
Book 1 Warehouse (8.72),2024-01-28 13:23:13,2024-01-29 15:24:46,26.025983888888888
Book 5 Warehouse (7.00-7.03),2024-01-22 14:07:41,2024-01-22 15:08:31,1.013873611111111
Book 4 Warehouse (8.77),2024-01-22 14:07:31,2024-01-22 15:11:22,1.0641047222222222
Book 6 Warehouse (1.58),2024-01-22 14:07:50,2024-01-22 15:06:14,0.9734122222222222
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-22 14:07:15,2024-01-22 15:14:45,1.125248611111111
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-22 14:07:57,2024-01-22 15:05:25,0.9577811111111111
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-22 14:07:23,2024-01-22 15:08:54,1.0251027777777777
Book 1 Warehouse (8.72),2024-01-22 13:23:13,2024-01-22 15:12:51,1.8271183333333334
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-21 14:07:23,2024-01-22 15:08:54,25.02510277777778
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-21 14:07:15,2024-01-22 15:14:45,25.12524861111111
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-21 14:07:57,2024-01-22 15:05:25,24.95778111111111
Book 4 Warehouse (8.77),2024-01-21 14:07:31,2024-01-22 15:11:22,25.064104722222222
Book 6 Warehouse (1.58),2024-01-21 14:07:50,2024-01-22 15:06:14,24.973412222222223
Book 5 Warehouse (7.00-7.03),2024-01-21 14:07:41,2024-01-22 15:08:31,25.013873611111112
Book 1 Warehouse (8.72),2024-01-21 13:23:13,2024-01-22 15:12:51,25.827118333333335
Book 5 Warehouse (7.00-7.03),2024-01-15 14:07:41,2024-01-15 14:48:27,0.6794738888888889
Book 6 Warehouse (1.58),2024-01-15 14:07:50,2024-01-15 14:40:49,0.549745
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-15 14:07:23,2024-01-15 14:48:49,0.6903580555555555
Book 4 Warehouse (8.77),2024-01-15 14:07:31,2024-01-15 14:52:41,0.7526111111111111
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-15 14:07:15,2024-01-15 15:03:24,0.9358975
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-15 14:07:57,2024-01-15 14:37:22,0.49031833333333336
Book 1 Warehouse (8.72),2024-01-15 13:23:13,2024-01-15 14:56:00,1.5463822222222223
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-14 14:07:57,2024-01-15 14:37:22,24.490318333333335
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-14 14:07:15,2024-01-15 15:03:24,24.9358975
Book 5 Warehouse (7.00-7.03),2024-01-14 14:07:41,2024-01-15 14:48:27,24.67947388888889
Book 4 Warehouse (8.77),2024-01-14 14:07:31,2024-01-15 14:52:41,24.75261111111111
Book 6 Warehouse (1.58),2024-01-14 14:07:50,2024-01-15 14:40:49,24.549745
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-14 14:07:23,2024-01-15 14:48:49,24.690358055555556
Book 1 Warehouse (8.72),2024-01-14 13:23:13,2024-01-15 14:56:00,25.54638222222222
Book 4 Warehouse (8.77),2024-01-08 14:07:31,2024-01-08 15:43:11,1.594403611111111
Book 5 Warehouse (7.00-7.03),2024-01-08 14:07:41,2024-01-08 15:38:07,1.5071736111111111
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-08 14:07:15,2024-01-08 15:45:40,1.6404313888888888
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-08 14:07:23,2024-01-08 15:38:29,1.5181316666666667
Book 6 Warehouse (1.58),2024-01-08 14:07:50,2024-01-08 15:34:17,1.440876111111111
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-08 14:07:57,2024-01-08 15:33:25,1.4244125
Book 1 Warehouse (8.72),2024-01-08 13:23:13,2024-01-08 15:41:17,2.3010247222222224
Book 5 Warehouse (7.00-7.03),2024-01-07 14:07:41,2024-01-08 15:38:07,25.50717361111111
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-07 14:07:23,2024-01-08 15:38:29,25.518131666666665
Book 6 Warehouse (1.58),2024-01-07 14:07:50,2024-01-08 15:34:17,25.440876111111113
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-07 14:07:57,2024-01-08 15:33:25,25.4244125
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-07 14:07:15,2024-01-08 15:45:40,25.64043138888889
Book 4 Warehouse (8.77),2024-01-07 14:07:31,2024-01-08 15:43:11,25.59440361111111
Book 1 Warehouse (8.72),2024-01-07 13:23:13,2024-01-08 15:41:17,26.301024722222223
Book 6 Warehouse (1.58),2024-01-03 14:07:50,2024-01-03 15:49:20,1.6916794444444445
Book 4 Warehouse (8.77),2024-01-03 14:07:31,2024-01-03 16:01:02,1.8918366666666666
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-03 14:07:23,2024-01-03 15:57:30,1.8352025
Book 1 Warehouse (8.72),2024-01-03 13:23:13,2024-01-03 16:02:28,2.654196111111111
"Book 5 Production (1.94,1.97)",2024-01-03 04:59:59,2024-01-03 15:48:07,10.802214722222223
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-03 04:59:59,2024-01-03 15:46:08,10.769123333333333
"Book 2 Production (8.51,8.73)",2024-01-03 04:59:59,2024-01-03 16:04:18,11.071824166666667
Book 5 Warehouse (7.00-7.03),2024-01-03 04:59:59,2024-01-03 15:56:33,10.942589444444444
Book 1 Warehouse (8.72),2024-01-03 04:59:59,2024-01-03 16:03:10,11.053013055555555
Book 1 Production (8.70),2024-01-03 04:59:59,2024-01-03 15:59:45,10.99602638888889
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-03 04:59:59,2024-01-03 15:57:05,10.951430277777778
Book 6 Warehouse (1.58),2024-01-03 04:59:59,2024-01-03 15:49:03,10.817644166666666
Book 3 Production (8.17),2024-01-03 04:59:59,2024-01-03 15:58:37,10.977021666666667
Book 4 Warehouse (8.77),2024-01-03 04:59:59,2024-01-03 16:00:40,11.011325
Book 1 Warehouse (8.72),2024-01-02 04:59:59,2024-01-02 18:59:11,13.986633055555556
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-02 04:59:59,2024-01-02 18:47:28,13.791348611111111
Book 6 Warehouse (1.58),2024-01-02 04:59:59,2024-01-02 18:48:34,13.809663333333333
Book 5 Warehouse (7.00-7.03),2024-01-02 04:59:59,2024-01-02 18:52:09,13.869246111111112
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-02 04:59:59,2024-01-02 18:52:38,13.87729611111111
Book 4 Warehouse (8.77),2024-01-02 04:59:59,2024-01-02 18:55:28,13.924571944444445
"Book 2 Warehouse (8.71,8.46,8.47)",2024-01-01 14:07:15,2024-01-01 21:33:14,7.433072222222222
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-01-01 14:07:23,2024-01-01 21:28:29,7.351525
Book 4 Warehouse (8.77),2024-01-01 14:07:31,2024-01-01 21:31:32,7.400209722222222
Book 6 Warehouse (1.58),2024-01-01 14:07:50,2024-01-01 21:26:12,7.306142222222222
Book 5 Warehouse (7.00-7.03),2024-01-01 14:07:41,2024-01-01 21:28:05,7.339990833333333
"Book 7 Warehouse (1.02,1.08,5.29)",2024-01-01 14:07:57,2024-01-01 21:25:07,7.286131388888889
Book 1 Warehouse (8.72),2024-01-01 13:23:13,2024-01-01 21:30:29,8.121250833333333
 IDF/Server Room (0.97),2023-11-28 05:03:10,,
Book 5 Warehouse (7.00-7.03),2023-11-27 14:07:41,2023-11-27 14:58:33,0.8479577777777778
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-27 14:07:23,2023-11-27 14:59:03,0.8609538888888889
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-27 14:07:15,2023-11-27 15:01:20,0.9013761111111112
Book 4 Warehouse (8.77),2023-11-27 14:07:31,2023-11-27 15:04:11,0.9442977777777778
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-27 14:07:57,2023-11-27 14:53:19,0.7560933333333333
Book 6 Warehouse (1.58),2023-11-27 14:07:50,2023-11-27 14:56:06,0.8043169444444445
Book 1 Warehouse (8.72),2023-11-27 13:23:13,2023-11-27 15:02:45,1.6589683333333334
IDF/Server Room (1.92),2023-11-27 05:01:14,2023-11-27 20:30:05,15.480999722222222
Book 6 Warehouse (1.58),2023-11-26 14:07:50,2023-11-27 14:56:06,24.804316944444444
Book 5 Warehouse (7.00-7.03),2023-11-26 14:07:41,2023-11-27 14:58:33,24.84795777777778
Book 4 Warehouse (8.77),2023-11-26 14:07:31,2023-11-27 15:04:11,24.944297777777777
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-26 14:07:23,2023-11-27 14:59:03,24.86095388888889
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-26 14:07:15,2023-11-27 15:01:20,24.901376111111112
Book 1 Warehouse (8.72),2023-11-26 13:23:13,2023-11-27 15:02:45,25.658968333333334
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-26 04:59:59,2023-11-27 15:00:58,34.01617
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-20 14:07:57,2023-11-20 15:39:22,1.523668888888889
Book 5 Warehouse (7.00-7.03),2023-11-20 14:07:41,2023-11-20 16:02:17,1.9101894444444445
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-20 14:07:15,2023-11-20 16:04:19,1.951238888888889
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-20 14:07:23,2023-11-20 16:02:53,1.9247783333333333
Book 4 Warehouse (8.77),2023-11-20 14:07:31,2023-11-20 16:09:38,2.0351669444444442
Book 6 Warehouse (1.58),2023-11-20 14:07:50,2023-11-20 15:40:58,1.5523186111111111
Book 1 Warehouse (8.72),2023-11-20 13:23:13,2023-11-20 16:08:23,2.752857222222222
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-19 14:07:15,2023-11-20 16:04:19,25.951238888888888
Book 5 Warehouse (7.00-7.03),2023-11-19 14:07:41,2023-11-20 16:02:17,25.910189444444445
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-19 14:07:57,2023-11-20 15:39:22,25.52366888888889
Book 6 Warehouse (1.58),2023-11-19 14:07:50,2023-11-20 15:40:58,25.55231861111111
Book 4 Warehouse (8.77),2023-11-19 14:07:31,2023-11-20 16:09:38,26.035166944444445
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-19 14:07:23,2023-11-20 16:02:53,25.924778333333332
Book 1 Warehouse (8.72),2023-11-19 13:23:13,2023-11-20 16:08:23,26.75285722222222
Book 5 Warehouse (7.00-7.03),2023-11-13 14:07:41,2023-11-13 15:11:25,1.0622975
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-13 14:07:23,2023-11-13 15:12:08,1.0790872222222223
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-13 14:07:57,2023-11-13 15:06:57,0.9832116666666667
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-13 14:07:15,2023-11-13 15:13:46,1.1087497222222222
Book 6 Warehouse (1.58),2023-11-13 14:07:50,2023-11-13 15:08:33,1.0120022222222222
Book 4 Warehouse (8.77),2023-11-13 14:07:31,2023-11-13 15:17:00,1.1578813888888888
Book 1 Warehouse (8.72),2023-11-13 13:23:13,2023-11-13 15:15:19,1.8682405555555555
Book 4 Warehouse (8.77),2023-11-12 14:07:31,2023-11-13 15:17:00,25.15788138888889
Book 5 Warehouse (7.00-7.03),2023-11-12 14:07:41,2023-11-13 15:11:25,25.0622975
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2023-11-12 14:07:23,2023-11-13 15:12:08,25.07908722222222
"Book 2 Warehouse (8.71,8.46,8.47)",2023-11-12 14:07:15,2023-11-13 15:13:46,25.10874972222222
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-12 14:07:57,2023-11-13 15:06:57,24.983211666666666
Book 6 Warehouse (1.58),2023-11-12 14:07:50,2023-11-13 15:08:33,25.012002222222222
Book 1 Warehouse (8.72),2023-11-12 13:23:13,2023-11-13 15:15:19,25.868240555555555
"Book 7 Warehouse (1.02,1.08,5.29)",2023-11-06 14:07:57,2023-11-06 15:01:50,0.8980005555555556
Book 6 Warehouse (1.58),2023-11-06 14:07:50,2023-11-06 15:04:08,0.9382975
Book 5 Warehouse (7.00-7.03),2023-11-05 14:07:41,2023-11-05 19:18:50,5.185903333333333
Book 4 Warehouse (8.77),2023-11-05 14:07:31,2023-11-05 19:15:11,5.127651388888889
IDF/Server Room (2.24/2.25),2024-02-29 19:54:15,2024-02-29 19:57:37,0.05608166666666667
IDF/Server Room (9.44),2024-02-29 16:35:28,2024-02-29 20:04:23,3.4819280555555556
Book 1 Warehouse (8.72),2024-02-26 13:23:13,2024-02-26 15:22:18,1.9846988888888888
Book 4 Warehouse (8.77),2024-02-26 14:07:31,2024-02-26 15:20:05,1.2092383333333334
Book 6 Warehouse (1.58),2024-02-26 14:07:50,2024-02-26 15:11:18,1.0577077777777777
Book 5 Warehouse (7.00-7.03),2024-02-26 14:07:41,2024-02-26 15:13:58,1.1047994444444444
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-02-26 14:07:23,2024-02-26 15:14:21,1.1158702777777778
"Book 7 Warehouse (1.02,1.08,5.29)",2024-02-26 14:07:57,2024-02-26 15:09:43,1.029441111111111
"Book 2 Warehouse (8.71,8.46,8.47)",2024-02-26 14:07:15,2024-02-26 15:23:24,1.2693747222222223
"Book 7 Warehouse (1.02,1.08,5.29)",2024-02-12 14:07:57,2024-02-12 14:56:57,0.8165525
"Book 2 Warehouse (8.71,8.46,8.47)",2024-02-12 14:07:15,2024-02-12 15:09:02,1.02978
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-02-12 14:07:23,2024-02-12 15:02:15,0.9142169444444445
Book 4 Warehouse (8.77),2024-02-12 14:07:31,2024-02-12 15:06:27,0.9820583333333334
Book 6 Warehouse (1.58),2024-02-12 14:07:50,2024-02-12 14:57:52,0.8339344444444444
Book 1 Warehouse (8.72),2024-02-12 13:23:13,2024-02-12 15:07:55,1.7451269444444444
"Book 2 Warehouse (8.71,8.46,8.47)",2024-02-11 14:07:15,2024-02-12 15:09:02,25.02978
Book 4 Warehouse (8.77),2024-02-11 14:07:31,2024-02-12 15:06:27,24.982058333333335
Book 6 Warehouse (1.58),2024-02-11 14:07:50,2024-02-12 14:57:52,24.833934444444445
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-02-11 14:07:23,2024-02-12 15:02:15,24.914216944444444
Book 5 Warehouse (7.00-7.03),2024-02-11 14:07:41,2024-02-12 15:01:47,24.90173861111111
"Book 7 Warehouse (1.02,1.08,5.29)",2024-02-11 14:07:57,2024-02-12 14:56:57,24.8165525
Book 1 Warehouse (8.72),2024-02-11 13:23:13,2024-02-12 15:07:55,25.745126944444443
"Book 3 Warehouse (7.08,7.09,7.17,7.19,7.20)",2024-02-05 14:07:23,2024-02-05 15:00:47,0.8899655555555556
Book 5 Warehouse (7.00-7.03),2024-02-05 14:07:41,2024-02-05 14:59:40,0.8663475
"Book 7 Warehouse (1.02,1.08,5.29)",2024-02-05 14:07:57,2024-02-05 14:55:41,0.7955275
"Book 2 Warehouse (8.71,8.46,8.47)",2024-02-05 14:07:15,2024-02-05 15:07:17,1.0005591666666667
Book 4 Warehouse (8.77),2024-02-05 14:07:31,2024-02-05 15:03:54,0.939715
Book 6 Warehouse (1.58),2024-02-05 14:07:50,2024-02-05 14:56:31,0.8112855555555556
Book 1 Warehouse (8.72),2024-02-05 13:23:13,2024-02-05 15:05:08,1.6987291666666666
"Book 7 Warehouse (1.02,1.08,5.29)",2024-02-04 14:07:57,2024-02-05 14:55:41,24.7955275
